"","yy","mm","dd","hh","mm_2","wdir","wspd","gst","wvht","dpd","apd","mwd","pres","atmp","wtmp","dewp","vis","tide"
"3218",2024,"05","17","14","14",200,3.1,99,99,99,99,999,1015.7,11.4,12.6,999,99,99
"3219",2024,"05","17","15","14",270,2.1,99,99,99,99,999,1015.8,11,12.7,999,99,99
"3220",2024,"05","17","16","14",240,3.1,99,99,99,99,999,1017.4,11.8,12.9,999,99,99
"3221",2024,"05","17","17","14",220,1,99,99,99,99,999,1016.2,12,13.2,999,99,99
"3222",2024,"05","17","18","14",230,2.6,99,99,99,99,999,1016.4,11.9,13.2,999,99,99
"3223",2024,"05","17","19","14",220,3.1,99,99,99,99,999,1016.2,12.1,13.6,999,99,99
"3224",2024,"05","17","20","14",210,3.1,99,99,99,99,999,1016,12.3,14,999,99,99
"3225",2024,"05","17","21","14",210,4.1,99,99,99,99,999,1015.6,12.6,14.1,999,99,99
"3226",2024,"05","17","22","14",220,3.6,99,99,99,99,999,1015.2,12.8,14,999,99,99
"3227",2024,"05","17","23","14",220,4.6,99,99,99,99,999,1014.6,12.8,13.6,999,99,99
"3228",2024,"05","18","00","14",210,5.7,99,99,99,99,999,1014,12.8,13.7,999,99,99
"3229",2024,"05","18","01","14",220,4.6,99,99,99,99,999,1013.9,12.9,13.9,999,99,99
"3230",2024,"05","18","02","14",220,1.5,99,99,99,99,999,1013.8,12.6,13.7,999,99,99
"3231",2024,"05","18","03","14",210,4.6,99,99,99,99,999,1013.9,12.8,13.3,999,99,99
"3232",2024,"05","18","04","14",210,4.1,99,99,99,99,999,1014.3,12.6,13.2,999,99,99
"3233",2024,"05","18","05","14",200,2.6,99,99,99,99,999,1014.9,12.5,13.2,999,99,99
"3234",2024,"05","18","06","14",200,3.1,99,99,99,99,999,1014.9,12.3,13.3,999,99,99
"3235",2024,"05","18","07","14",200,3.6,99,99,99,99,999,1014.8,12.2,13.3,999,99,99
"3236",2024,"05","18","08","14",200,4.6,99,99,99,99,999,1014.7,12.3,13.3,999,99,99
"3237",2024,"05","18","09","14",190,5.7,99,99,99,99,999,1014.6,12.2,13.2,999,99,99
"3238",2024,"05","18","10","14",190,6.2,99,99,99,99,999,1014.5,11.9,13.3,999,99,99
"3239",2024,"05","18","11","14",210,5.7,99,99,99,99,999,1014.7,11.5,13.3,999,99,99
"3240",2024,"05","18","12","14",230,4.6,99,99,99,99,999,1015.1,11.4,13.3,999,99,99
"3241",2024,"05","18","13","14",210,3.1,99,99,99,99,999,1015.6,11.5,13.3,999,99,99
"3242",2024,"05","18","14","14",180,5.7,99,99,99,99,999,1016.3,11.5,13.4,999,99,99
"3243",2024,"05","18","15","14",170,6.2,99,99,99,99,999,1016.8,11.5,13.4,999,99,99
"3244",2024,"05","18","16","14",190,6.7,99,99,99,99,999,1017.2,11.5,13.3,999,99,99
"3245",2024,"05","18","17","14",200,4.6,99,99,99,99,999,1017.7,11.9,13.3,999,99,99
"3246",2024,"05","18","18","14",190,6.7,99,99,99,99,999,1017.1,12.7,13.4,999,99,99
"3247",2024,"05","18","19","14",230,5.7,99,99,99,99,999,1017.3,12.6,13.4,999,99,99
"3248",2024,"05","18","20","14",220,3.1,99,99,99,99,999,1017.1,12.5,13.6,999,99,99
"3249",2024,"05","18","21","14",230,2.6,99,99,99,99,999,1016.6,12.6,13.6,999,99,99
"3250",2024,"05","18","22","14",230,3.6,99,99,99,99,999,1016.5,13,13.6,999,99,99
"3251",2024,"05","18","22","52",250,6.7,99,99,99,99,999,1016.5,12.7,13.6,999,99,99
"3252",2024,"05","19","00","14",240,4.6,99,99,99,99,999,1016.3,12.7,13.5,999,99,99
"3253",2024,"05","19","01","14",230,4.6,99,99,99,99,999,1016.5,12.7,13.6,999,99,99
"3254",2024,"05","19","02","14",250,6.2,99,99,99,99,999,1016.4,12.6,13.5,999,99,99
"3255",2024,"05","19","03","14",250,2.6,99,99,99,99,999,1016.7,12.7,13.6,999,99,99
"3256",2024,"05","19","04","14",240,4.6,99,99,99,99,999,1017.2,12.8,13.5,999,99,99
"3257",2024,"05","19","05","14",240,4.1,99,99,99,99,999,1017.8,12.7,13.5,999,99,99
"3258",2024,"05","19","06","14",220,4.6,99,99,99,99,999,1018.2,12.5,13.4,999,99,99
"3259",2024,"05","19","07","14",210,5.1,99,99,99,99,999,1018.3,12.1,13.4,999,99,99
"3260",2024,"05","19","08","14",210,3.6,99,99,99,99,999,1018.2,11.9,13.3,999,99,99
"3261",2024,"05","19","09","14",250,3.1,99,99,99,99,999,1018.3,11.3,13.3,999,99,99
"3262",2024,"05","19","10","14",270,2.1,99,99,99,99,999,1018.2,11.2,13.4,999,99,99
"3263",2024,"05","19","11","14",220,3.1,99,99,99,99,999,1018.1,11.3,13.3,999,99,99
"3264",2024,"05","19","12","14",260,2.6,99,99,99,99,999,1018,11.6,13.2,999,99,99
"3265",2024,"05","19","13","14",250,3.6,99,99,99,99,999,1018.4,11.7,13.2,999,99,99
"3266",2024,"05","19","14","14",260,3.6,99,99,99,99,999,1018.9,12,13.3,999,99,99
"3267",2024,"05","19","15","14",260,5.1,99,99,99,99,999,1019.2,12.1,13.2,999,99,99
"3268",2024,"05","19","16","14",260,3.1,99,99,99,99,999,1019.5,12,13.2,999,99,99
"3269",2024,"05","19","17","14",270,3.1,99,99,99,99,999,1019.8,11.9,13.3,999,99,99
"3270",2024,"05","19","18","14",260,2.1,99,99,99,99,999,1019.7,11.8,13.3,999,99,99
"3271",2024,"05","19","19","14",270,1.5,99,99,99,99,999,1019.6,11.8,13.5,999,99,99
"3272",2024,"05","19","20","14",260,4.1,99,99,99,99,999,1019.3,11.7,13.6,999,99,99
"3273",2024,"05","19","21","14",270,5.1,99,99,99,99,999,1018.6,11.9,13.7,999,99,99
"3274",2024,"05","19","22","14",280,6.7,99,99,99,99,999,1018.2,12.2,13.8,999,99,99
"3275",2024,"05","19","22","52",280,9.3,99,99,99,99,999,1017.8,12.2,13.7,999,99,99
"3276",2024,"05","20","00","14",280,5.7,99,99,99,99,999,1017.3,12.3,13.7,999,99,99
"3277",2024,"05","20","01","14",270,9.3,99,99,99,99,999,1016.6,12.4,13.7,999,99,99
"3278",2024,"05","20","02","14",280,10.8,99,99,99,99,999,1016.2,12.3,13.6,999,99,99
"3279",2024,"05","20","03","14",290,10.3,99,99,99,99,999,1016.1,12.1,13.3,999,99,99
"3280",2024,"05","20","04","14",280,9.3,99,99,99,99,999,1016.6,12,13.2,999,99,99
"3281",2024,"05","20","05","14",290,10.8,99,99,99,99,999,1017.1,11.9,13.2,999,99,99
"3282",2024,"05","20","06","14",290,8.2,99,99,99,99,999,1016.7,11.9,13.1,999,99,99
"3283",2024,"05","20","07","14",280,6.7,99,99,99,99,999,1016.5,12,13,999,99,99
"3284",2024,"05","20","08","14",270,6.7,99,99,99,99,999,1016.4,11.7,12.9,999,99,99
"3285",2024,"05","20","09","14",280,8.8,99,99,99,99,999,1016.1,11.7,12.8,999,99,99
"3286",2024,"05","20","10","14",270,6.2,99,99,99,99,999,1015.8,11.6,12.8,999,99,99
"3287",2024,"05","20","11","14",290,5.1,99,99,99,99,999,1015.6,11.4,12.6,999,99,99
"3288",2024,"05","20","12","14",280,5.7,99,99,99,99,999,1015.5,11.2,12.4,999,99,99
"3289",2024,"05","20","13","14",280,6.7,99,99,99,99,999,1015.5,11.1,12.3,999,99,99
"3290",2024,"05","20","14","14",280,3.1,99,99,99,99,999,1015.8,11,12.1,999,99,99
"3291",2024,"05","20","15","14",270,2.6,99,99,99,99,999,1016.2,11,12.1,999,99,99
"3292",2024,"05","20","16","14",220,1.5,99,99,99,99,999,1016.6,11.2,12.2,999,99,99
"3293",2024,"05","20","17","14",200,1.5,99,99,99,99,999,1016.8,11.3,12.4,999,99,99
"3294",2024,"05","20","18","14",230,3.1,99,99,99,99,999,1017.2,11.6,12.7,999,99,99
"3295",2024,"05","20","19","14",270,2.6,99,99,99,99,999,1017.3,11.7,13,999,99,99
"3296",2024,"05","20","20","14",240,4.6,99,99,99,99,999,1017.3,11.8,13.5,999,99,99
"3297",2024,"05","20","21","14",250,5.1,99,99,99,99,999,1017.3,12,13.4,999,99,99
"3298",2024,"05","20","22","14",270,7.2,99,99,99,99,999,1017,11.8,13.2,999,99,99
"3299",2024,"05","20","23","14",260,6.2,99,99,99,99,999,1016.5,12,13.3,999,99,99
"3300",2024,"05","21","00","14",270,6.7,99,99,99,99,999,1016.4,12,13.1,999,99,99
"3301",2024,"05","21","01","14",260,6.2,99,99,99,99,999,1016.2,11.9,12.8,999,99,99
"3302",2024,"05","21","02","14",270,7.7,99,99,99,99,999,1015.9,11.8,12.4,999,99,99
"3303",2024,"05","21","03","14",270,7.2,99,99,99,99,999,1015.8,11.7,12.4,999,99,99
"3304",2024,"05","21","04","14",270,5.1,99,99,99,99,999,1015.8,11.6,12.6,999,99,99
"3305",2024,"05","21","05","14",260,4.6,99,99,99,99,999,1016.1,11.6,12.8,999,99,99
"3306",2024,"05","21","06","14",260,5.7,99,99,99,99,999,1016,11.8,13,999,99,99
"3307",2024,"05","21","07","04",260,6.7,99,99,99,99,999,1015.4,12.1,12.9,999,99,99
"3308",2024,"05","21","07","54",310,3.1,99,99,99,99,999,1015.4,12.6,12.8,999,99,99
"3309",2024,"05","21","08","54",320,4.6,99,99,99,99,999,1015.6,11.6,12.7,999,99,99
"3310",2024,"05","21","09","54",320,2.6,99,99,99,99,999,1015.4,11.3,12.7,999,99,99
"3311",2024,"05","21","10","54",20,1.5,99,99,99,99,999,1015.5,11.1,12.7,999,99,99
"3312",2024,"05","21","11","54",340,1.5,99,99,99,99,999,1015.7,10.8,12.7,999,99,99
"3313",2024,"05","21","12","54",40,1,99,99,99,99,999,1015.8,11,12.7,999,99,99
"3314",2024,"05","21","13","54",260,1,99,99,99,99,999,1016.2,11,12.7,999,99,99
"3315",2024,"05","21","14","54",190,1.5,99,99,99,99,999,1016.4,10.9,12.7,999,99,99
"3316",2024,"05","21","15","54",170,1.5,99,99,99,99,999,1016.8,10.9,12.6,999,99,99
"3317",2024,"05","21","16","54",170,2.1,99,99,99,99,999,1016.8,10.9,12.7,999,99,99
"3318",2024,"05","21","17","54",70,1,99,99,99,99,999,1016.9,11.4,12.8,999,99,99
"3319",2024,"05","21","18","54",270,1,99,99,99,99,999,1017,11.5,12.9,999,99,99
"3320",2024,"05","21","20","14",250,3.1,99,99,99,99,999,1016.7,11.3,14,999,99,99
"3321",2024,"05","21","21","14",250,4.1,99,99,99,99,999,1016.5,11.3,13.4,999,99,99
"3322",2024,"05","21","22","14",260,4.6,99,99,99,99,999,1016.1,11.6,13.2,999,99,99
"3323",2024,"05","21","23","14",270,5.1,99,99,99,99,999,1015.7,12,12.9,999,99,99
"3324",2024,"05","22","00","14",260,7.2,99,99,99,99,999,1015.6,12,12.6,999,99,99
"3325",2024,"05","22","01","14",270,4.1,99,99,99,99,999,1015.4,12.3,12.7,999,99,99
"3326",2024,"05","22","02","14",270,5.1,99,99,99,99,999,1015.3,12.4,12.7,999,99,99
"3327",2024,"05","22","03","14",290,7.7,99,99,99,99,999,1015.2,12.2,12.6,999,99,99
"3328",2024,"05","22","04","14",300,6.2,99,99,99,99,999,1015.4,12.2,12.3,999,99,99
"3329",2024,"05","22","05","14",300,5.1,99,99,99,99,999,1015.9,12.2,12.1,999,99,99
"3330",2024,"05","22","06","14",300,6.2,99,99,99,99,999,1016,12,12.1,999,99,99
"3331",2024,"05","22","07","14",280,2.6,99,99,99,99,999,1015.7,11.8,12.4,999,99,99
"3332",2024,"05","22","08","14",290,6.7,99,99,99,99,999,1015.9,11.6,12.4,999,99,99
"3333",2024,"05","22","09","14",320,4.1,99,99,99,99,999,1015.8,11.4,12.4,999,99,99
"3334",2024,"05","22","10","14",290,4.6,99,99,99,99,999,1015.6,11.1,12.4,999,99,99
"3335",2024,"05","22","11","14",320,4.6,99,99,99,99,999,1015.4,11.1,12.4,999,99,99
"3336",2024,"05","22","12","14",280,6.2,99,99,99,99,999,1015.3,11.1,12.3,999,99,99
"3337",2024,"05","22","13","14",320,5.7,99,99,99,99,999,1015.3,11,12.3,999,99,99
"3338",2024,"05","22","14","14",310,3.1,99,99,99,99,999,1015.8,11.3,12.4,999,99,99
"3339",2024,"05","22","15","14",320,5.7,99,99,99,99,999,1015.8,11.2,12.5,999,99,99
"3340",2024,"05","22","16","14",300,3.6,99,99,99,99,999,1016.4,11.7,12.3,999,99,99
"3341",2024,"05","22","17","14",290,4.1,99,99,99,99,999,1016.3,12,12,999,99,99
"3342",2024,"05","22","18","14",280,4.6,99,99,99,99,999,1016.6,11.9,12,999,99,99
"3343",2024,"05","22","19","14",290,5.1,99,99,99,99,999,1016.7,12,12.1,999,99,99
"3344",2024,"05","22","20","14",280,4.6,99,99,99,99,999,1016.6,12.1,12.2,999,99,99
"3345",2024,"05","22","21","14",270,5.7,99,99,99,99,999,1016.3,12.3,12.3,999,99,99
"3346",2024,"05","22","22","14",270,8.2,99,99,99,99,999,1015.8,12.4,12.3,999,99,99
"3347",2024,"05","22","23","14",280,9.3,99,99,99,99,999,1014.8,12.3,12.2,999,99,99
"3348",2024,"05","23","00","14",290,10.8,99,99,99,99,999,1014.3,12.3,11.9,999,99,99
"3349",2024,"05","23","01","14",290,12.4,99,99,99,99,999,1014.1,12.4,11.9,999,99,99
"3350",2024,"05","23","02","14",300,7.7,99,99,99,99,999,1013.9,12.3,11.9,999,99,99
"3351",2024,"05","23","03","14",300,10.8,99,99,99,99,999,1014.4,12,11.8,999,99,99
"3352",2024,"05","23","04","14",290,11.3,99,99,99,99,999,1014.8,11.8,11.8,999,99,99
"3353",2024,"05","23","05","14",280,6.7,99,99,99,99,999,1015.2,11.9,11.8,999,99,99
"3354",2024,"05","23","06","14",280,8.8,99,99,99,99,999,1015,11.8,11.8,999,99,99
"3355",2024,"05","23","07","14",290,9.3,99,99,99,99,999,1014.7,11.8,12,999,99,99
"3356",2024,"05","23","08","14",290,8.8,99,99,99,99,999,1014.6,11.7,12.1,999,99,99
"3357",2024,"05","23","09","14",290,5.7,99,99,99,99,999,1014.5,11.6,12.1,999,99,99
"3358",2024,"05","23","10","14",290,7.7,99,99,99,99,999,1014,11.5,12.1,999,99,99
"3359",2024,"05","23","11","14",300,6.2,99,99,99,99,999,1014.3,11.6,12.3,999,99,99
"3360",2024,"05","23","12","14",310,4.1,99,99,99,99,999,1014.5,11.5,12.2,999,99,99
"3361",2024,"05","23","13","14",320,1,99,99,99,99,999,1014.5,11.4,12.2,999,99,99
"3362",2024,"05","23","14","14",300,6.2,99,99,99,99,999,1014.8,11.2,12.2,999,99,99
"3363",2024,"05","23","15","14",360,4.1,99,99,99,99,999,1015,11.5,12.4,999,99,99
"3364",2024,"05","23","16","14",300,6.7,99,99,99,99,999,1015.5,11.2,12.5,999,99,99
"3365",2024,"05","23","17","14",300,5.1,99,99,99,99,999,1015.2,11.2,12.5,999,99,99
"3366",2024,"05","23","18","14",290,5.7,99,99,99,99,999,1015.4,11.4,12.6,999,99,99
"3367",2024,"05","23","19","04",290,8.2,99,99,99,99,999,1015.3,11.5,12.6,999,99,99
"3368",2024,"05","23","19","54",290,10.8,99,99,99,99,999,1015.1,11.5,12.7,999,99,99
"3369",2024,"05","23","20","54",280,10.3,99,99,99,99,999,1014.8,11.5,12.6,999,99,99
"3370",2024,"05","23","21","54",280,8.2,99,99,99,99,999,1014,11.6,12.5,999,99,99
"3371",2024,"05","23","22","54",290,10.3,99,99,99,99,999,1014.2,11.7,12.4,999,99,99
"3372",2024,"05","23","23","54",280,6.7,99,99,99,99,999,1013.8,11.8,12.1,999,99,99
"3373",2024,"05","24","00","54",290,7.2,99,99,99,99,999,1013.6,11.7,11.7,999,99,99
"3374",2024,"05","24","01","54",300,10.3,99,99,99,99,999,1013.4,11.6,11.7,999,99,99
"3375",2024,"05","24","02","54",290,10.3,99,99,99,99,999,1013.8,11.5,11.6,999,99,99
"3376",2024,"05","24","03","54",290,9.8,99,99,99,99,999,1014.1,11.4,11.5,999,99,99
"3377",2024,"05","24","04","54",280,10.3,99,99,99,99,999,1014.6,11.3,11.4,999,99,99
"3378",2024,"05","24","05","54",280,8.8,99,99,99,99,999,1015.1,11.3,11.6,999,99,99
"3379",2024,"05","24","06","55",270,8.8,99,99,99,99,999,1015,11.2,11.7,999,99,99
"3380",2024,"05","24","08","15",280,5.7,99,99,99,99,999,1014.9,11.2,11.9,999,99,99
"3381",2024,"05","24","09","15",280,7.7,99,99,99,99,999,1014.7,11.3,11.8,999,99,99
"3382",2024,"05","24","10","15",290,6.7,99,99,99,99,999,1014.8,11.3,11.9,999,99,99
"3383",2024,"05","24","11","15",300,6.2,99,99,99,99,999,1014.6,11.3,11.9,999,99,99
"3384",2024,"05","24","12","15",290,5.7,99,99,99,99,999,1014.6,11.3,12,999,99,99
"3385",2024,"05","24","13","15",290,6.2,99,99,99,99,999,1014.6,11.3,12,999,99,99
"3386",2024,"05","24","14","15",290,5.1,99,99,99,99,999,1015.1,11.3,12,999,99,99
"3387",2024,"05","24","15","15",280,6.2,99,99,99,99,999,1015.5,11.2,12,999,99,99
"3388",2024,"05","24","16","15",270,6.7,99,99,99,99,999,1015.6,11.2,12.1,999,99,99
"3389",2024,"05","24","17","15",270,5.1,99,99,99,99,999,1015.4,11.3,12.1,999,99,99
"3390",2024,"05","24","18","15",250,4.6,99,99,99,99,999,1015.6,11.4,12.1,999,99,99
"3391",2024,"05","24","19","15",250,6.2,99,99,99,99,999,1015.9,11.7,12.1,999,99,99
"3392",2024,"05","24","20","15",270,8.8,99,99,99,99,999,1015.9,11.7,12.1,999,99,99
"3393",2024,"05","24","21","15",260,8.8,99,99,99,99,999,1015.9,11.8,12.1,999,99,99
"3394",2024,"05","24","22","15",260,7.2,99,99,99,99,999,1015.9,11.8,12.1,999,99,99
"3395",2024,"05","24","23","15",240,3.6,99,99,99,99,999,1015.8,11.5,12.2,999,99,99
"3396",2024,"05","25","00","15",260,5.7,99,99,99,99,999,1015.6,12,12.3,999,99,99
"3397",2024,"05","25","01","15",250,4.1,99,99,99,99,999,1015.7,12,12.5,999,99,99
"3398",2024,"05","25","02","15",250,3.6,99,99,99,99,999,1015.4,11.8,12.5,999,99,99
"3399",2024,"05","25","03","15",250,4.6,99,99,99,99,999,1015.9,11.7,12.3,999,99,99
"3400",2024,"05","25","04","15",260,6.7,99,99,99,99,999,1016.1,11.7,12.4,999,99,99
"3401",2024,"05","25","05","15",260,4.6,99,99,99,99,999,1016.4,11.6,12.5,999,99,99
"3402",2024,"05","25","06","15",230,3.6,99,99,99,99,999,1016.4,11.8,12.6,999,99,99
"3403",2024,"05","25","07","15",240,5.1,99,99,99,99,999,1016.3,11.9,12.7,999,99,99
"3404",2024,"05","25","08","15",270,4.6,99,99,99,99,999,1016.2,11.8,12.8,999,99,99
"3405",2024,"05","25","09","15",260,4.1,99,99,99,99,999,1016.2,11.8,12.9,999,99,99
"3406",2024,"05","25","10","15",250,4.1,99,99,99,99,999,1016.3,11.8,12.8,999,99,99
"3407",2024,"05","25","11","15",230,3.1,99,99,99,99,999,1016.5,12,12.8,999,99,99
"3408",2024,"05","25","12","15",260,6.2,99,99,99,99,999,1016.5,11.9,12.9,999,99,99
"3409",2024,"05","25","13","15",250,3.1,99,99,99,99,999,1016.9,11.9,12.9,999,99,99
"3410",2024,"05","25","14","15",260,5.7,99,99,99,99,999,1017.5,11.9,12.9,999,99,99
"3411",2024,"05","25","15","15",250,4.6,99,99,99,99,999,1018.2,12.1,13,999,99,99
"3412",2024,"05","25","16","15",240,3.1,99,99,99,99,999,1018.9,12.2,13.1,999,99,99
"3413",2024,"05","25","17","15",290,4.6,99,99,99,99,999,1019.2,12.2,13.1,999,99,99
"3414",2024,"05","25","18","15",280,4.6,99,99,99,99,999,1019.6,12.1,13.2,999,99,99
"3415",2024,"05","25","19","15",280,5.1,99,99,99,99,999,1019.7,11.9,13.3,999,99,99
"3416",2024,"05","25","20","15",270,6.2,99,99,99,99,999,1018.7,12,13.1,999,99,99
"3417",2024,"05","25","21","15",280,9.3,99,99,99,99,999,1018.5,12.2,13,999,99,99
"3418",2024,"05","25","22","15",290,9.3,99,99,99,99,999,1018.3,12.6,12.9,999,99,99
"3419",2024,"05","25","23","15",290,7.7,99,99,99,99,999,1018.2,12.7,12.8,999,99,99
"3420",2024,"05","26","00","15",280,7.2,99,99,99,99,999,1018.1,12.5,12.8,999,99,99
"3421",2024,"05","26","01","15",280,9.3,99,99,99,99,999,1017.5,12.2,12.8,999,99,99
"3422",2024,"05","26","02","15",280,11.3,99,99,99,99,999,1017.3,12.1,12.7,999,99,99
"3423",2024,"05","26","03","15",290,8.2,99,99,99,99,999,1017.5,11.9,12.5,999,99,99
"3424",2024,"05","26","04","15",290,9.8,99,99,99,99,999,1017.8,11.8,12.5,999,99,99
"3425",2024,"05","26","05","15",300,9.3,99,99,99,99,999,1018.1,11.7,12.5,999,99,99
"3426",2024,"05","26","06","15",300,9.3,99,99,99,99,999,1018.3,11.6,12.4,999,99,99
"3427",2024,"05","26","07","15",310,7.7,99,99,99,99,999,1018.3,11.5,12.4,999,99,99
"3428",2024,"05","26","08","15",300,8.2,99,99,99,99,999,1018.3,11.4,12.5,999,99,99
"3429",2024,"05","26","09","15",320,5.7,99,99,99,99,999,1017.9,11.1,12.5,999,99,99
"3430",2024,"05","26","10","15",320,5.7,99,99,99,99,999,1018,11.1,12.5,999,99,99
"3431",2024,"05","26","11","15",310,5.1,99,99,99,99,999,1017.9,10.9,12.5,999,99,99
"3432",2024,"05","26","12","15",310,4.6,99,99,99,99,999,1018.2,10.7,12.4,999,99,99
"3433",2024,"05","26","13","15",320,4.1,99,99,99,99,999,1018.6,10.5,12.4,999,99,99
"3434",2024,"05","26","14","15",320,3.6,99,99,99,99,999,1018.8,10.7,12.4,999,99,99
"3435",2024,"05","26","15","15",320,2.6,99,99,99,99,999,1019,10.8,12.3,999,99,99
"3436",2024,"05","26","16","15",310,2.1,99,99,99,99,999,1019.3,10.6,12.4,999,99,99
"3437",2024,"05","26","17","15",320,1,99,99,99,99,999,1019.3,10.5,12.4,999,99,99
"3438",2024,"05","26","18","15",280,2.6,99,99,99,99,999,1019.5,10.8,12.5,999,99,99
"3439",2024,"05","26","19","15",260,3.1,99,99,99,99,999,1019.4,11,12.7,999,99,99
"3440",2024,"05","26","20","15",280,4.6,99,99,99,99,999,1019.2,11.2,12.9,999,99,99
"3441",2024,"05","26","21","15",280,6.2,99,99,99,99,999,1018.8,11.4,12.8,999,99,99
"3442",2024,"05","26","22","15",280,6.7,99,99,99,99,999,1018.5,11.3,12.8,999,99,99
"3443",2024,"05","26","23","15",270,6.2,99,99,99,99,999,1018.3,11.4,13.1,999,99,99
"3444",2024,"05","27","00","15",280,6.2,99,99,99,99,999,1018.1,11.7,12.9,999,99,99
"3445",2024,"05","27","01","15",270,6.2,99,99,99,99,999,1017.8,11.8,12.9,999,99,99
"3446",2024,"05","27","02","15",270,5.1,99,99,99,99,999,1017.6,11.8,12.6,999,99,99
"3447",2024,"05","27","03","15",280,7.2,99,99,99,99,999,1017.6,11.6,12.6,999,99,99
"3448",2024,"05","27","04","15",290,8.2,99,99,99,99,999,1017.3,11.6,12.5,999,99,99
"3449",2024,"05","27","05","15",300,8.2,99,99,99,99,999,1017.9,11.5,12.5,999,99,99
"3450",2024,"05","27","06","15",300,5.7,99,99,99,99,999,1017.9,11.7,12.4,999,99,99
"3451",2024,"05","27","07","15",300,5.1,99,99,99,99,999,1018,11.3,12.5,999,99,99
"3452",2024,"05","27","08","15",310,3.6,99,99,99,99,999,1017.9,11.1,12.8,999,99,99
"3453",2024,"05","27","09","15",300,6.7,99,99,99,99,999,1017.6,11.1,12.8,999,99,99
"3454",2024,"05","27","10","15",300,6.7,99,99,99,99,999,1017.5,11.1,12.8,999,99,99
"3455",2024,"05","27","11","15",290,6.7,99,99,99,99,999,1017.4,11,12.6,999,99,99
"3456",2024,"05","27","12","15",290,5.1,99,99,99,99,999,1017.7,10.9,12.6,999,99,99
"3457",2024,"05","27","13","15",300,5.7,99,99,99,99,999,1018.1,10.8,12.5,999,99,99
"3458",2024,"05","27","14","15",290,4.6,99,99,99,99,999,1018.6,10.7,12.5,999,99,99
"3459",2024,"05","27","15","15",310,4.1,99,99,99,99,999,1019.2,10.7,12.5,999,99,99
"3460",2024,"05","27","16","15",290,5.7,99,99,99,99,999,1019.8,10.8,12.5,999,99,99
"3461",2024,"05","27","17","15",310,4.1,99,99,99,99,999,1019.9,10.9,12.6,999,99,99
"3462",2024,"05","27","18","15",300,4.6,99,99,99,99,999,1020.2,11.2,12.6,999,99,99
"3463",2024,"05","27","19","15",280,5.7,99,99,99,99,999,1020,11.3,12.6,999,99,99
"3464",2024,"05","27","20","15",290,5.7,99,99,99,99,999,1019.7,11.5,12.7,999,99,99
"3465",2024,"05","27","21","15",280,7.7,99,99,99,99,999,1019.4,11.6,12.8,999,99,99
"3466",2024,"05","27","22","15",270,8.8,99,99,99,99,999,1019,11.7,12.9,999,99,99
"3467",2024,"05","27","22","50",280,8.8,99,99,99,99,999,1019,11.8,12.9,999,99,99
"3468",2024,"05","28","00","15",280,9.3,99,99,99,99,999,1018.3,11.8,12.9,999,99,99
"3469",2024,"05","28","01","15",280,7.2,99,99,99,99,999,1018.2,11.6,13.1,999,99,99
"3470",2024,"05","28","02","15",280,10.3,99,99,99,99,999,1018.1,11.4,13,999,99,99
"3471",2024,"05","28","03","15",280,8.2,99,99,99,99,999,1018.5,11.3,12.8,999,99,99
"3472",2024,"05","28","04","15",290,7.2,99,99,99,99,999,1018.9,11.3,12.4,999,99,99
"3473",2024,"05","28","05","15",290,7.7,99,99,99,99,999,1019.2,11.1,12.6,999,99,99
"3474",2024,"05","28","06","15",290,6.7,99,99,99,99,999,1019.3,11,12.3,999,99,99
"3475",2024,"05","28","07","15",290,7.7,99,99,99,99,999,1019.3,11,12.5,999,99,99
"3476",2024,"05","28","08","15",310,4.6,99,99,99,99,999,1019.3,10.8,12.3,999,99,99
"3477",2024,"05","28","09","15",300,5.1,99,99,99,99,999,1018.8,11.1,12.4,999,99,99
"3478",2024,"05","28","10","15",300,3.6,99,99,99,99,999,1018.6,11,12.5,999,99,99
"3479",2024,"05","28","11","15",290,3.6,99,99,99,99,999,1018.6,10.9,12.5,999,99,99
"3480",2024,"05","28","12","15",310,5.1,99,99,99,99,999,1018.6,11,12.6,999,99,99
"3481",2024,"05","28","13","15",320,5.1,99,99,99,99,999,1018.7,11,12.6,999,99,99
"3482",2024,"05","28","14","15",300,5.7,99,99,99,99,999,1019.4,10.9,12.7,999,99,99
"3483",2024,"05","28","15","15",300,2.6,99,99,99,99,999,1019.8,11,12.7,999,99,99
"3484",2024,"05","28","16","15",300,3.1,99,99,99,99,999,1020.1,11.1,12.7,999,99,99
"3485",2024,"05","28","17","15",290,5.7,99,99,99,99,999,1020.1,11.2,12.6,999,99,99
"3486",2024,"05","28","18","15",300,3.6,99,99,99,99,999,1020.4,11.2,12.6,999,99,99
"3487",2024,"05","28","19","15",280,5.1,99,99,99,99,999,1020.5,11.5,12.7,999,99,99
"3488",2024,"05","28","20","15",280,5.7,99,99,99,99,999,1020.5,11.9,12.9,999,99,99
"3489",2024,"05","28","21","15",270,6.7,99,99,99,99,999,1020.5,12.1,13,999,99,99
"3490",2024,"05","28","22","15",270,5.7,99,99,99,99,999,1020.3,12.2,12.9,999,99,99
"3491",2024,"05","28","23","15",280,8.8,99,99,99,99,999,1019.9,12.2,12.8,999,99,99
"3492",2024,"05","29","00","15",290,8.2,99,99,99,99,999,1019.5,12.2,12.8,999,99,99
"3493",2024,"05","29","01","15",300,6.7,99,99,99,99,999,1019.4,12.3,12.7,999,99,99
